id,existing_score,open_to_buy,months_since_first_loan_issued,existing_credit_card_utilization,n_months_mortgage_loan_paid
8211,414.0,188.0,5.0,0.0,1.0
8212,292.0,872.0,61.0,79.0,11.0
8213,312.0,3311.0,25.0,52.0,10.0
8214,516.0,1254.0,,,10.0
8215,647.0,6574.0,194.0,70.0,13.0
8216,209.0,,65.0,,0.0
8217,235.0,266.0,69.0,3.0,14.0
8218,364.0,583.0,178.0,85.0,14.0
8219,155.0,,45.0,,2.0
8220,531.0,2450.0,11.0,0.0,13.0
8221,473.0,732.0,22.0,79.0,10.0
8222,401.0,2023.0,279.0,70.0,11.0
8223,465.0,855.0,160.0,0.0,9.0
8224,381.0,1251.0,116.0,68.0,13.0
8225,337.0,48.0,84.0,102.0,14.0
8226,601.0,4924.0,18.0,3.0,9.0
8227,270.0,,,,
8228,493.0,4621.0,23.0,9.0,9.0
8229,306.0,,,,
8230,363.0,,293.0,,0.0
8231,413.0,711.0,154.0,82.0,12.0
8232,367.0,5297.0,19.0,,10.0
8233,297.0,,,,
8234,472.0,4680.0,49.0,72.0,12.0
8235,587.0,7134.0,120.0,26.0,13.0
8236,430.0,4395.0,70.0,0.0,9.0
8237,423.0,3274.0,13.0,0.0,12.0
8238,513.0,1758.0,1.0,59.0,0.0
8239,277.0,1421.0,58.0,,10.0
8240,427.0,97.0,30.0,82.0,14.0
8241,393.0,3793.0,85.0,99.0,10.0
8242,593.0,717.0,36.0,11.0,11.0
8243,359.0,5450.0,25.0,9.0,12.0
8244,340.0,310.0,21.0,0.0,1.0
8245,502.0,8370.0,232.0,39.0,12.0
8246,267.0,948.0,88.0,,10.0
8247,521.0,9040.0,69.0,58.0,14.0
8248,671.0,10551.0,252.0,0.0,12.0
8249,448.0,4145.0,40.0,25.0,12.0
8250,598.0,2088.0,34.0,,12.0
8251,437.0,2907.0,13.0,0.0,4.0
8252,236.0,264.0,56.0,7.0,8.0
8253,553.0,2677.0,22.0,,0.0
8254,438.0,,,,3.0
8255,418.0,8195.0,105.0,80.0,11.0
8256,672.0,13024.0,155.0,63.0,11.0
8257,275.0,661.0,,,8.0
8258,232.0,,,,11.0
8259,386.0,,228.0,,11.0
8260,434.0,302.0,113.0,87.0,7.0
8261,310.0,150.0,106.0,83.0,10.0
8262,418.0,4749.0,25.0,,9.0
8263,377.0,1948.0,56.0,68.0,10.0
8264,324.0,305.0,9.0,9.0,10.0
8265,392.0,,,,
8266,322.0,,,,
8267,666.0,3254.0,175.0,92.0,11.0
8268,338.0,246.0,47.0,,9.0
8269,271.0,292.0,165.0,64.0,0.0
8270,489.0,173.0,101.0,,14.0
8271,465.0,978.0,,,4.0
8272,212.0,,,,
8273,582.0,1313.0,,,0.0
8274,494.0,220.0,27.0,105.0,11.0
8275,290.0,592.0,53.0,,8.0
8276,355.0,,,,
8277,366.0,340.0,,,0.0
8278,389.0,4438.0,39.0,0.0,13.0
8279,462.0,104.0,26.0,94.0,14.0
8280,366.0,2156.0,47.0,23.0,13.0
8281,484.0,3001.0,60.0,27.0,5.0
8282,446.0,260.0,1.0,,8.0
8283,396.0,0.0,,,0.0
8284,672.0,11608.0,93.0,19.0,10.0
8285,557.0,480.0,,,0.0
8286,753.0,3910.0,,,6.0
8287,598.0,7541.0,138.0,93.0,10.0
8288,255.0,,,,
8289,258.0,,58.0,,5.0
8290,605.0,3144.0,102.0,33.0,9.0
8291,579.0,1633.0,21.0,41.0,10.0
8292,255.0,,22.0,,10.0
8293,602.0,20900.0,102.0,99.0,14.0
8294,541.0,1916.0,49.0,7.0,1.0
8295,653.0,18685.0,71.0,24.0,11.0
8296,639.0,14855.0,86.0,4.0,14.0
8297,360.0,7223.0,53.0,23.0,2.0
8298,627.0,9742.0,69.0,20.0,13.0
8299,443.0,2228.0,,,9.0
8300,670.0,18606.0,209.0,23.0,14.0
8301,401.0,1878.0,40.0,97.0,10.0
8302,382.0,1418.0,85.0,61.0,9.0
8303,338.0,,,,9.0
8304,530.0,211.0,,,0.0
8305,329.0,50.0,56.0,99.0,12.0
8306,736.0,20709.0,145.0,51.0,14.0
8307,511.0,11067.0,90.0,37.0,14.0
8308,331.0,681.0,37.0,95.0,6.0
8309,421.0,328.0,35.0,95.0,13.0
8310,479.0,103.0,7.0,105.0,0.0
8311,405.0,13700.0,43.0,42.0,10.0
8312,438.0,,,,
8313,249.0,42.0,41.0,93.0,7.0
8314,661.0,2657.0,24.0,,3.0
8315,307.0,,,,
8316,706.0,1280.0,174.0,0.0,11.0
8317,328.0,796.0,,,12.0
8318,421.0,3964.0,208.0,,0.0
8319,361.0,199.0,25.0,89.0,4.0
8320,529.0,2325.0,102.0,2.0,14.0
8321,220.0,,49.0,,0.0
8322,670.0,20003.0,99.0,8.0,6.0
8323,603.0,5244.0,160.0,0.0,10.0
8324,322.0,284.0,,,0.0
8325,348.0,947.0,63.0,81.0,7.0
8326,640.0,67274.0,188.0,4.0,12.0
8327,527.0,8061.0,75.0,38.0,12.0
8328,313.0,1260.0,123.0,82.0,9.0
8329,448.0,527.0,,,6.0
8330,395.0,1919.0,,,8.0
8331,289.0,,,,
8332,571.0,1464.0,9.0,4.0,13.0
8333,306.0,,,,
8334,293.0,,,,
8335,540.0,9583.0,125.0,8.0,11.0
8336,326.0,760.0,131.0,58.0,12.0
8337,438.0,565.0,96.0,80.0,11.0
8338,541.0,2340.0,26.0,40.0,14.0
8339,454.0,2650.0,21.0,1.0,7.0
8340,727.0,5883.0,195.0,87.0,12.0
8341,214.0,,,,
8342,551.0,4938.0,168.0,42.0,2.0
8343,432.0,3433.0,55.0,74.0,13.0
8344,220.0,,,,12.0
8345,363.0,,,,
8346,399.0,,,,
8347,471.0,694.0,100.0,74.0,9.0
8348,601.0,11112.0,152.0,0.0,9.0
8349,198.0,182.0,66.0,97.0,8.0
8350,345.0,2719.0,84.0,105.0,7.0
8351,329.0,,,,2.0
8352,310.0,1831.0,75.0,106.0,9.0
8353,186.0,,33.0,,2.0
8354,388.0,1412.0,15.0,0.0,9.0
8355,231.0,,150.0,,0.0
8356,250.0,,,,1.0
8357,207.0,836.0,32.0,76.0,9.0
8358,596.0,3501.0,259.0,72.0,11.0
8359,340.0,1713.0,14.0,0.0,7.0
8360,432.0,1372.0,10.0,98.0,4.0
8361,442.0,368.0,44.0,,7.0
8362,183.0,86.0,,,2.0
8363,265.0,,,,
8364,384.0,10945.0,58.0,71.0,12.0
8365,644.0,7380.0,247.0,47.0,11.0
8366,728.0,68375.0,194.0,12.0,9.0
8367,722.0,3118.0,438.0,17.0,1.0
8368,480.0,6706.0,,,12.0
8369,433.0,609.0,71.0,,7.0
8370,371.0,556.0,,,11.0
8371,384.0,569.0,16.0,95.0,11.0
8372,498.0,628.0,47.0,98.0,9.0
8373,524.0,10126.0,212.0,33.0,12.0
8374,614.0,33485.0,191.0,54.0,14.0
8375,470.0,26700.0,218.0,4.0,14.0
8376,286.0,209.0,91.0,94.0,13.0
8377,598.0,2919.0,75.0,96.0,11.0
8378,512.0,8980.0,51.0,90.0,10.0
8379,470.0,3996.0,276.0,75.0,11.0
8380,466.0,13653.0,129.0,31.0,13.0
8381,610.0,52031.0,215.0,14.0,12.0
8382,371.0,793.0,62.0,94.0,11.0
8383,438.0,886.0,55.0,70.0,11.0
8384,356.0,1122.0,46.0,80.0,12.0
8385,610.0,8776.0,91.0,37.0,12.0
8386,360.0,1174.0,51.0,64.0,13.0
8387,442.0,,,,
8388,421.0,,,,
8389,705.0,5969.0,161.0,12.0,9.0
8390,457.0,1585.0,,,11.0
8391,723.0,10317.0,67.0,17.0,8.0
8392,152.0,,,,2.0
8393,229.0,105.0,139.0,27.0,8.0
8394,300.0,,,,
8395,340.0,2359.0,14.0,4.0,7.0
8396,337.0,1016.0,,,6.0
8397,512.0,9309.0,93.0,36.0,11.0
8398,359.0,1890.0,17.0,111.0,14.0
8399,238.0,,,,
8400,382.0,,,,
8401,238.0,,,,1.0
8402,401.0,5278.0,63.0,60.0,12.0
8403,460.0,479.0,18.0,71.0,9.0
8404,557.0,,186.0,,
8405,585.0,6843.0,329.0,0.0,0.0
8406,399.0,2508.0,54.0,72.0,12.0
8407,245.0,2.0,23.0,41.0,10.0
8408,705.0,11050.0,186.0,6.0,7.0
8409,390.0,,,,
8410,481.0,415.0,44.0,,11.0
8411,260.0,465.0,61.0,101.0,13.0
8412,272.0,,75.0,,
8413,753.0,54514.0,231.0,0.0,9.0
8414,674.0,3565.0,285.0,1.0,11.0
8415,477.0,,,,
8416,467.0,168.0,,,8.0
8417,272.0,453.0,12.0,,0.0
8418,797.0,49267.0,137.0,0.0,10.0
8419,631.0,1273.0,250.0,,0.0
8420,421.0,1192.0,226.0,32.0,12.0
8421,303.0,26.0,,,0.0
8422,381.0,,,,
8423,237.0,41.0,72.0,97.0,5.0
8424,631.0,16519.0,125.0,70.0,10.0
8425,405.0,6162.0,84.0,0.0,14.0
8426,371.0,667.0,6.0,,8.0
8427,649.0,6090.0,16.0,80.0,12.0
8428,406.0,9287.0,24.0,3.0,14.0
8429,601.0,971.0,27.0,0.0,1.0
8430,290.0,2032.0,0.0,,2.0
8431,675.0,2724.0,24.0,9.0,7.0
8432,214.0,65.0,8.0,100.0,5.0
8433,368.0,287.0,,,4.0
8434,463.0,1119.0,,,2.0
8435,373.0,2485.0,91.0,83.0,12.0
8436,389.0,116.0,,,14.0
8437,506.0,,,,11.0
8438,497.0,2370.0,152.0,102.0,13.0
8439,591.0,31949.0,53.0,12.0,9.0
8440,734.0,17639.0,111.0,26.0,7.0
8441,404.0,,,,
8442,342.0,403.0,43.0,91.0,10.0
8443,376.0,35.0,60.0,90.0,10.0
8444,313.0,1686.0,,,10.0
8445,491.0,6932.0,129.0,30.0,2.0
8446,498.0,,,,10.0
8447,418.0,2296.0,17.0,86.0,14.0
8448,243.0,,,,
8449,457.0,3415.0,32.0,42.0,13.0
8450,496.0,6455.0,125.0,99.0,12.0
8451,540.0,22203.0,220.0,0.0,13.0
8452,333.0,860.0,23.0,54.0,10.0
8453,394.0,1479.0,72.0,,
8454,311.0,4749.0,27.0,58.0,14.0
8455,369.0,105.0,6.0,29.0,6.0
8456,463.0,10448.0,83.0,0.0,12.0
8457,213.0,,,,
8458,276.0,111.0,49.0,97.0,10.0
8459,396.0,3661.0,49.0,79.0,12.0
8460,520.0,620.0,,,13.0
8461,489.0,1043.0,164.0,49.0,14.0
8462,423.0,1609.0,21.0,79.0,12.0
8463,554.0,,,,9.0
8464,280.0,28.0,7.0,102.0,8.0
8465,687.0,10546.0,143.0,,14.0
8466,479.0,6415.0,226.0,,0.0
8467,347.0,3244.0,188.0,97.0,13.0
8468,330.0,254.0,41.0,102.0,11.0
8469,328.0,363.0,11.0,101.0,11.0
8470,560.0,17865.0,129.0,39.0,12.0
8471,375.0,3196.0,40.0,108.0,9.0
8472,290.0,218.0,,,12.0
8473,404.0,2383.0,97.0,101.0,10.0
8474,195.0,,,,
8475,397.0,2806.0,14.0,51.0,4.0
8476,349.0,899.0,,,0.0
8477,587.0,31406.0,269.0,0.0,11.0
8478,412.0,3861.0,42.0,41.0,14.0
8479,384.0,9224.0,4.0,29.0,14.0
8480,621.0,3049.0,80.0,0.0,9.0
8481,349.0,820.0,206.0,94.0,13.0
8482,365.0,19.0,40.0,89.0,14.0
8483,338.0,0.0,,,0.0
8484,531.0,4851.0,83.0,4.0,9.0
8485,142.0,,,,6.0
8486,369.0,1075.0,21.0,,0.0
8487,559.0,978.0,,,0.0
8488,334.0,837.0,151.0,91.0,11.0
8489,331.0,1731.0,161.0,92.0,12.0
8490,565.0,4585.0,59.0,19.0,14.0
8491,412.0,3514.0,20.0,7.0,12.0
8492,482.0,11466.0,161.0,55.0,12.0
8493,394.0,224.0,226.0,,13.0
8494,595.0,4240.0,100.0,0.0,14.0
8495,583.0,,,,13.0
8496,651.0,13416.0,183.0,47.0,10.0
8497,616.0,17585.0,55.0,83.0,10.0
8498,223.0,528.0,,,11.0
8499,332.0,1671.0,15.0,8.0,3.0
8500,566.0,707.0,,,1.0
8501,370.0,1032.0,76.0,94.0,14.0
8502,364.0,1206.0,,,7.0
8503,619.0,66.0,,,0.0
8504,203.0,,,,
8505,407.0,688.0,28.0,102.0,2.0
8506,522.0,550.0,50.0,64.0,10.0
8507,340.0,910.0,21.0,97.0,9.0
8508,278.0,289.0,83.0,,11.0
8509,299.0,172.0,79.0,,10.0
8510,308.0,238.0,,,6.0
8511,427.0,191.0,,,0.0
8512,566.0,7166.0,90.0,4.0,11.0
8513,333.0,558.0,27.0,,0.0
8514,409.0,4030.0,111.0,87.0,13.0
8515,552.0,2423.0,73.0,5.0,4.0
8516,214.0,,,,
8517,391.0,,,,
8518,583.0,10984.0,109.0,0.0,13.0
8519,428.0,2034.0,139.0,63.0,9.0
8520,311.0,,,,
8521,602.0,4316.0,78.0,0.0,1.0
8522,655.0,14052.0,107.0,0.0,13.0
8523,422.0,3196.0,167.0,74.0,14.0
8524,448.0,1977.0,73.0,102.0,13.0
8525,483.0,10611.0,61.0,25.0,14.0
8526,773.0,28956.0,87.0,3.0,9.0
8527,458.0,324.0,3.0,39.0,3.0
8528,582.0,1753.0,,,0.0
8529,331.0,126.0,71.0,100.0,9.0
8530,680.0,27994.0,230.0,0.0,11.0
8531,352.0,,,,7.0
8532,348.0,569.0,23.0,86.0,7.0
8533,464.0,2833.0,70.0,4.0,7.0
8534,599.0,12965.0,128.0,82.0,11.0
8535,407.0,,,,10.0
8536,770.0,21406.0,54.0,6.0,10.0
8537,315.0,67.0,52.0,98.0,13.0
8538,355.0,1393.0,27.0,1.0,9.0
8539,346.0,3122.0,61.0,19.0,14.0
8540,426.0,2899.0,80.0,95.0,12.0
8541,557.0,3934.0,44.0,64.0,14.0
8542,686.0,3330.0,163.0,21.0,12.0
8543,405.0,,,,
8544,493.0,9918.0,299.0,91.0,12.0
8545,610.0,75741.0,186.0,14.0,11.0
8546,484.0,80.0,68.0,88.0,14.0
8547,345.0,1325.0,69.0,40.0,6.0
8548,413.0,2682.0,135.0,100.0,11.0
8549,365.0,622.0,31.0,7.0,8.0
8550,773.0,13129.0,160.0,0.0,11.0
8551,368.0,294.0,17.0,100.0,13.0
8552,370.0,1582.0,5.0,39.0,1.0
8553,460.0,348.0,60.0,96.0,13.0
8554,347.0,5179.0,55.0,20.0,9.0
8555,696.0,7027.0,177.0,75.0,14.0
8556,622.0,84403.0,265.0,38.0,10.0
8557,357.0,1142.0,147.0,76.0,14.0
8558,510.0,,48.0,,2.0
8559,531.0,2280.0,,,14.0
8560,416.0,,,,
8561,650.0,5995.0,161.0,0.0,9.0
8562,513.0,,,,
8563,402.0,928.0,185.0,98.0,11.0
8564,705.0,5556.0,77.0,21.0,11.0
8565,469.0,3961.0,50.0,79.0,7.0
8566,367.0,,,,
8567,365.0,456.0,167.0,,3.0
8568,725.0,42988.0,122.0,20.0,11.0
8569,557.0,238.0,97.0,102.0,11.0
8570,488.0,,,,11.0
8571,362.0,659.0,61.0,,10.0
8572,298.0,250.0,60.0,,9.0
8573,482.0,10110.0,67.0,14.0,14.0
8574,477.0,8618.0,30.0,1.0,10.0
8575,537.0,32878.0,250.0,6.0,10.0
8576,340.0,25.0,20.0,98.0,6.0
8577,619.0,23074.0,188.0,97.0,12.0
8578,374.0,,,,
8579,421.0,56.0,5.0,55.0,6.0
8580,315.0,7.0,80.0,,5.0
8581,465.0,,,,
8582,410.0,4487.0,125.0,0.0,6.0
8583,647.0,7808.0,198.0,7.0,9.0
8584,194.0,1457.0,82.0,,1.0
8585,483.0,13371.0,233.0,102.0,13.0
8586,321.0,1597.0,15.0,94.0,8.0
8587,379.0,859.0,85.0,,0.0
8588,684.0,18370.0,51.0,7.0,13.0
8589,424.0,110.0,28.0,90.0,8.0
8590,670.0,40930.0,435.0,29.0,11.0
8591,636.0,517.0,133.0,100.0,11.0
8592,352.0,3955.0,156.0,64.0,9.0
8593,366.0,4058.0,69.0,39.0,11.0
8594,491.0,1966.0,27.0,72.0,14.0
8595,535.0,4174.0,196.0,105.0,9.0
8596,304.0,1837.0,32.0,29.0,12.0
8597,411.0,763.0,10.0,95.0,11.0
8598,401.0,6191.0,62.0,0.0,10.0
8599,351.0,2017.0,,,14.0
8600,567.0,12288.0,216.0,61.0,10.0
8601,717.0,31265.0,138.0,0.0,12.0
8602,382.0,4360.0,90.0,91.0,13.0
8603,439.0,2520.0,,,13.0
8604,318.0,68.0,18.0,90.0,7.0
8605,614.0,10444.0,231.0,6.0,11.0
8606,586.0,15265.0,104.0,66.0,10.0
8607,563.0,19822.0,105.0,0.0,14.0
8608,460.0,8580.0,93.0,93.0,9.0
8609,503.0,3397.0,58.0,89.0,9.0
8610,422.0,3459.0,11.0,100.0,11.0
8611,373.0,1890.0,23.0,79.0,9.0
8612,570.0,6055.0,61.0,3.0,3.0
8613,390.0,1855.0,,,10.0
8614,357.0,1564.0,149.0,77.0,1.0
8615,383.0,,,,
8616,313.0,159.0,,,0.0
8617,643.0,3507.0,106.0,5.0,0.0
8618,392.0,6656.0,63.0,38.0,9.0
8619,414.0,2772.0,26.0,0.0,14.0
8620,403.0,565.0,24.0,0.0,7.0
8621,525.0,,,,0.0
8622,651.0,34640.0,267.0,3.0,4.0
8623,250.0,243.0,41.0,104.0,9.0
8624,341.0,200.0,100.0,64.0,9.0
8625,593.0,6171.0,135.0,4.0,10.0
8626,258.0,,147.0,,9.0
8627,475.0,,,,
8628,373.0,1811.0,32.0,8.0,8.0
8629,384.0,0.0,,,11.0
8630,423.0,2780.0,26.0,57.0,14.0
8631,353.0,1060.0,36.0,66.0,7.0
8632,226.0,174.0,,,5.0
8633,284.0,,91.0,,14.0
8634,171.0,,,,4.0
8635,694.0,5592.0,48.0,15.0,13.0
8636,645.0,7061.0,35.0,0.0,11.0
8637,399.0,15185.0,155.0,40.0,10.0
8638,328.0,,100.0,,
8639,422.0,1473.0,14.0,108.0,9.0
8640,589.0,3170.0,165.0,10.0,9.0
8641,592.0,8060.0,114.0,49.0,12.0
8642,472.0,416.0,,,14.0
8643,538.0,721.0,35.0,63.0,9.0
8644,226.0,54.0,66.0,100.0,4.0
8645,331.0,13.0,,,13.0
8646,608.0,1947.0,77.0,56.0,10.0
8647,449.0,0.0,66.0,102.0,11.0
8648,284.0,298.0,,,0.0
8649,682.0,10411.0,207.0,21.0,10.0
8650,674.0,4898.0,144.0,49.0,11.0
8651,611.0,2758.0,88.0,34.0,14.0
8652,361.0,3618.0,205.0,44.0,8.0
8653,343.0,5532.0,147.0,93.0,11.0
8654,285.0,310.0,68.0,78.0,8.0
8655,699.0,11808.0,268.0,79.0,7.0
8656,496.0,2006.0,46.0,97.0,11.0
8657,432.0,,,,
8658,392.0,122.0,52.0,89.0,4.0
8659,320.0,4.0,1.0,,2.0
8660,221.0,,,,
8661,454.0,2621.0,50.0,97.0,9.0
8662,356.0,1605.0,82.0,65.0,14.0
8663,614.0,112.0,,,13.0
8664,557.0,6087.0,123.0,16.0,10.0
8665,310.0,,,,
8666,370.0,,49.0,,14.0
8667,603.0,10114.0,98.0,80.0,12.0
8668,286.0,985.0,68.0,7.0,8.0
8669,706.0,6359.0,75.0,0.0,9.0
8670,344.0,465.0,146.0,,4.0
8671,562.0,2958.0,123.0,39.0,10.0
8672,601.0,1681.0,158.0,9.0,13.0
8673,559.0,1717.0,,,11.0
8674,413.0,281.0,3.0,,4.0
8675,514.0,17137.0,36.0,0.0,9.0
8676,672.0,36715.0,120.0,5.0,8.0
8677,476.0,614.0,156.0,104.0,10.0
8678,507.0,14949.0,153.0,26.0,9.0
8679,254.0,,,,
8680,376.0,2520.0,,,5.0
8681,407.0,172.0,,,0.0
8682,583.0,,62.0,,11.0
8683,218.0,810.0,65.0,,7.0
8684,116.0,,71.0,,4.0
8685,437.0,587.0,33.0,77.0,8.0
8686,283.0,150.0,119.0,100.0,7.0
8687,450.0,5129.0,12.0,41.0,7.0
8688,442.0,2790.0,11.0,83.0,10.0
8689,444.0,1898.0,77.0,92.0,8.0
8690,368.0,71.0,,,14.0
8691,730.0,212.0,172.0,,12.0
8692,265.0,808.0,140.0,88.0,9.0
8693,643.0,9862.0,64.0,89.0,9.0
8694,404.0,288.0,88.0,78.0,9.0
8695,315.0,1097.0,58.0,,13.0
8696,351.0,4611.0,144.0,,9.0
8697,470.0,348.0,107.0,,6.0
8698,197.0,368.0,1.0,47.0,2.0
8699,258.0,0.0,35.0,,12.0
8700,505.0,1513.0,,,6.0
8701,440.0,746.0,16.0,80.0,10.0
8702,252.0,,,,
8703,538.0,1526.0,150.0,,9.0
8704,595.0,9194.0,111.0,44.0,14.0
8705,431.0,,,,
8706,756.0,44737.0,286.0,0.0,11.0
8707,360.0,1166.0,55.0,24.0,14.0
8708,502.0,30408.0,160.0,15.0,10.0
8709,582.0,15039.0,242.0,77.0,14.0
8710,214.0,54.0,58.0,92.0,11.0
8711,341.0,1272.0,2.0,,0.0
8712,703.0,1017.0,,,9.0
8713,521.0,7454.0,29.0,0.0,8.0
8714,672.0,654.0,119.0,,0.0
8715,481.0,2592.0,36.0,29.0,12.0
8716,331.0,1378.0,132.0,40.0,9.0
8717,480.0,983.0,48.0,,3.0
8718,370.0,2004.0,118.0,97.0,14.0
8719,493.0,,27.0,,11.0
8720,371.0,3853.0,258.0,1.0,10.0
8721,661.0,24415.0,241.0,0.0,14.0
8722,353.0,2030.0,105.0,33.0,12.0
8723,556.0,929.0,,,0.0
8724,598.0,13053.0,51.0,72.0,13.0
8725,589.0,1196.0,202.0,6.0,14.0
8726,704.0,18067.0,260.0,30.0,9.0
8727,575.0,18260.0,67.0,89.0,9.0
8728,502.0,488.0,5.0,44.0,0.0
8729,283.0,3229.0,6.0,,1.0
8730,492.0,12107.0,63.0,2.0,12.0
8731,616.0,54340.0,76.0,7.0,10.0
8732,544.0,10062.0,,,8.0
8733,269.0,,96.0,,12.0
8734,195.0,1198.0,,,9.0
8735,605.0,973.0,38.0,46.0,10.0
8736,185.0,,30.0,,6.0
8737,248.0,94.0,,,9.0
8738,234.0,,79.0,,0.0
8739,355.0,2133.0,36.0,108.0,13.0
8740,331.0,,,,
8741,277.0,,,,
8742,491.0,2430.0,,,10.0
8743,274.0,,,,0.0
8744,370.0,,,,
8745,335.0,1275.0,46.0,103.0,12.0
8746,532.0,15440.0,132.0,21.0,13.0
8747,521.0,1483.0,236.0,103.0,11.0
8748,408.0,723.0,59.0,89.0,14.0
8749,641.0,6539.0,173.0,61.0,11.0
8750,613.0,8763.0,73.0,8.0,12.0
8751,713.0,20564.0,92.0,0.0,14.0
8752,676.0,21787.0,154.0,0.0,11.0
8753,541.0,11240.0,63.0,,10.0
8754,660.0,8197.0,247.0,74.0,13.0
8755,364.0,907.0,80.0,,14.0
8756,395.0,3643.0,228.0,44.0,9.0
8757,403.0,732.0,7.0,18.0,6.0
8758,651.0,2835.0,186.0,44.0,6.0
8759,342.0,1368.0,72.0,74.0,13.0
8760,433.0,1498.0,33.0,86.0,13.0
8761,372.0,4755.0,37.0,30.0,14.0
8762,441.0,4300.0,0.0,,10.0
8763,345.0,2819.0,78.0,81.0,9.0
8764,636.0,15900.0,183.0,0.0,13.0
8765,324.0,153.0,,,0.0
8766,521.0,,,,2.0
8767,291.0,494.0,54.0,,12.0
8768,676.0,30948.0,141.0,63.0,12.0
8769,611.0,2484.0,31.0,0.0,6.0
8770,647.0,9849.0,193.0,23.0,9.0
8771,355.0,,,,
8772,311.0,365.0,40.0,17.0,9.0
8773,608.0,23654.0,82.0,10.0,9.0
8774,460.0,37162.0,130.0,30.0,10.0
8775,334.0,495.0,0.0,38.0,0.0
8776,384.0,3237.0,102.0,72.0,12.0
8777,376.0,1790.0,53.0,95.0,8.0
8778,441.0,,,,
8779,318.0,0.0,119.0,92.0,8.0
8780,707.0,13095.0,118.0,17.0,10.0
8781,693.0,25769.0,102.0,52.0,9.0
8782,714.0,39359.0,96.0,52.0,12.0
8783,706.0,785.0,231.0,101.0,9.0
8784,792.0,31825.0,144.0,14.0,9.0
8785,577.0,4859.0,304.0,85.0,9.0
8786,437.0,,,,11.0
8787,350.0,65.0,,,13.0
8788,346.0,220.0,61.0,95.0,13.0
8789,448.0,1949.0,,,7.0
8790,356.0,967.0,75.0,61.0,14.0
8791,697.0,29985.0,236.0,22.0,9.0
8792,247.0,,73.0,,0.0
8793,513.0,36.0,,,0.0
8794,141.0,,,,0.0
8795,706.0,20864.0,99.0,0.0,13.0
8796,735.0,19903.0,97.0,,0.0
8797,664.0,22287.0,297.0,0.0,9.0
8798,599.0,789.0,88.0,98.0,10.0
8799,665.0,4946.0,78.0,79.0,10.0
8800,393.0,83.0,2.0,,8.0
8801,497.0,938.0,5.0,76.0,4.0
8802,223.0,196.0,28.0,55.0,7.0
8803,199.0,,,,5.0
8804,428.0,210.0,26.0,103.0,9.0
8805,506.0,2255.0,4.0,6.0,3.0
8806,736.0,18191.0,88.0,4.0,11.0
8807,469.0,366.0,74.0,104.0,12.0
8808,526.0,18045.0,103.0,69.0,10.0
8809,315.0,56.0,7.0,88.0,3.0
8810,491.0,,,,5.0
8811,172.0,,44.0,,0.0
8812,315.0,677.0,21.0,84.0,8.0
8813,315.0,814.0,,,11.0
8814,458.0,1613.0,37.0,45.0,6.0
8815,648.0,6449.0,94.0,3.0,9.0
8816,503.0,8619.0,26.0,4.0,11.0
8817,304.0,,,,1.0
8818,716.0,4651.0,189.0,53.0,8.0
8819,305.0,32.0,161.0,,10.0
8820,325.0,4330.0,119.0,93.0,14.0
8821,616.0,24.0,,,5.0
8822,429.0,,87.0,,2.0
8823,628.0,5550.0,167.0,63.0,14.0
8824,522.0,7866.0,137.0,9.0,9.0
8825,685.0,4931.0,289.0,7.0,5.0
8826,750.0,12762.0,169.0,75.0,14.0
8827,221.0,769.0,19.0,97.0,14.0
8828,457.0,6606.0,125.0,8.0,13.0
8829,452.0,5870.0,91.0,4.0,10.0
8830,512.0,2814.0,165.0,41.0,9.0
8831,683.0,37958.0,133.0,8.0,12.0
8832,244.0,,,,
8833,268.0,173.0,0.0,70.0,13.0
8834,553.0,2172.0,68.0,90.0,12.0
8835,501.0,351.0,,,0.0
8836,504.0,0.0,,,8.0
8837,582.0,25038.0,162.0,4.0,14.0
8838,455.0,3121.0,3.0,3.0,3.0
8839,444.0,,,,11.0
8840,368.0,,,,
8841,576.0,1037.0,,,10.0
8842,615.0,1247.0,71.0,,2.0
8843,437.0,1341.0,151.0,86.0,9.0
8844,353.0,,85.0,,1.0
8845,289.0,401.0,,,9.0
8846,524.0,2731.0,54.0,0.0,3.0
8847,350.0,,,,
8848,568.0,5311.0,144.0,,0.0
8849,627.0,,185.0,,9.0
8850,599.0,5604.0,134.0,40.0,3.0
8851,372.0,167.0,40.0,87.0,9.0
8852,595.0,4255.0,68.0,2.0,12.0
8853,238.0,81.0,8.0,,10.0
8854,344.0,4521.0,11.0,24.0,9.0
8855,606.0,1922.0,200.0,,4.0
8856,632.0,12064.0,206.0,65.0,10.0
8857,274.0,893.0,78.0,97.0,10.0
8858,639.0,21463.0,193.0,37.0,12.0
8859,709.0,4972.0,29.0,0.0,14.0
8860,336.0,741.0,75.0,,10.0
8861,720.0,5422.0,,,12.0
8862,404.0,781.0,110.0,95.0,13.0
8863,538.0,4724.0,168.0,101.0,12.0
8864,719.0,14139.0,221.0,25.0,13.0
8865,166.0,,62.0,,1.0
8866,413.0,295.0,,,2.0
8867,308.0,6326.0,73.0,72.0,9.0
8868,563.0,547.0,203.0,,14.0
8869,713.0,45360.0,271.0,21.0,8.0
8870,316.0,562.0,37.0,44.0,14.0
8871,338.0,700.0,63.0,24.0,11.0
8872,617.0,5092.0,193.0,72.0,14.0
8873,637.0,4062.0,59.0,20.0,9.0
8874,286.0,,,,
